ID,Group_code,Time_text,Time_code,DOB,Age_years,Gender_text,Gender_code,Hispanic_text,Hispanic_code,Hispanic_dummy,Race_text,Race_White,Race_Black,Race_Asian,Race_AIAN,Race_NHPI,Race_Other,Year_text,Year_code,Major_text,Major_code,Familiar_SchoolPsych_text,Familiar_SchoolPsych,Courses_text,Courses,Know_SchoolPsych_text,Know_SchoolPsych,Interest_SchoolPsych_text,Interest_SchoolPsych,Appeal_text,Appeal_MentalHealth,Appeal_Academics,Appeal_Intervention,Appeal_Assessment,Appeal_children,Appeal_Other,Interest_change_text,Interest_change,Info_SchoolPsych_text,Info_SchoolPsych,Familiar_PosPsych_text,Familiar_PosPsych,Practice_PosPsych_text,Practice_PosPsych,Continue_PosPsych_text,Continue_PosPsych,SWLS_1,SWLS_2,SWLS_3,SWLS_4,SWLS_5,PANAS_Pos1,PANAS_Pos2,PANAS_Pos3,PANAS_Pos4,PANAS_Pos5,PANAS_Pos6,PANAS_Pos7,PANAS_Pos8,PANAS_Pos9,PANAS_Pos10,PANAS_Neg1,PANAS_Neg2,PANAS_Neg3,PANAS_Neg4,PANAS_Neg5,PANAS_Neg6,PANAS_Neg7,PANAS_Neg8,PANAS_Neg9,PANAS_Neg10,CSSWQ_1,CSSWQ_2,CSSWQ_3,CSSWQ_4,CSSWQ_5,CSSWQ_6,CSSWQ_7,CSSWQ_8,CSSWQ_9,CSSWQ_10,CSSWQ_11,CSSWQ_12,CSSWQ_13,CSSWQ_14,CSSWQ_15,CSSWQ_16,SCS_1,SCS_2,SCS_3,SCS_4,SCS_5,SCS_6,SCS_7,SCS_8,SCS_9,SCS_10,SCS_11,SCS_12,uniqueid
30P,0,post,3,11/26/2006,18.32,Non-binary,3,"No, not of Hispanic, Latino, or Spanish origin",0,0,Asian,0,0,1,0,0,0,Freshmen,1,Social Work,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,4,4,2,4,1,2,2,2,2,2,2,3,3,1,1,2,2,3,3,2,4,4,1,5,5,4,2,4,5,4,5,5,5,4,2,4,1,1,1,1,1,1,2,1,1,1,1,1,30
31,0,pre,1,03/29/2006,18.98,Female,2,"No, not of Hispanic, Latino, or Spanish origin",0,0,White,1,0,0,0,0,0,Freshmen,1,Engineering,3,I have heard of it but know very little,2,NA,NA,No,0,Not interested at all,1,"Supporting mental health in school environments, Enhancing academic achievement and learning outcomes, Developing and implementing intervention programs",1,1,1,0,0,0,NA,NA,No,0,I have limited knowledge,2,Rarely,1,NA,NA,2,2,2,4,2,3,4,2,4,3,1,4,4,2,4,5,4,4,4,1,2,1,5,4,4,5,3,3,7,1,3,6,7,2,3,6,7,3,3,7,7,2,3,3,2,5,5,3,2,2,3,2,3,31
31M,0,mid,2,03/29/2006,18.98,Female,2,"No, not of Hispanic, Latino, or Spanish origin",0,0,White,1,0,0,0,0,0,Freshmen,1,Engineering,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,7,7,5,4,5,4,4,4,3,4,4,4,3,2,2,1,1,3,1,2,4,1,1,5,5,3,7,5,4,7,7,3,3,5,7,5,4,7,7,3,4,3,2,3,2,4,2,3,3,2,5,31
31P,0,post,3,03/29/2006,18.98,Female,2,"No, not of Hispanic, Latino, or Spanish origin",0,0,White,1,0,0,0,0,0,Freshmen,1,Engineering,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,7,5,4,4,5,5,4,4,1,5,4,5,3,4,3,1,1,4,3,1,1,1,1,5,6,6,7,4,4,7,7,5,4,7,7,4,4,7,7,3,4,4,2,2,3,3,4,2,2,2,2,31
32,0,pre,1,12/14/2000,24.27,Male,1,"No, not of Hispanic, Latino, or Spanish origin",0,0,White,1,0,0,0,0,0,Senior,4,Computer Engineering,3,I know some general information,3,NA,NA,No,0,Not interested at all,1,Enhancing academic achievement and learning outcomes,0,1,0,0,0,0,NA,NA,No,0,I have limited knowledge,2,Ocassionally,2,NA,NA,3,4,5,5,6,4,3,2,4,3,2,5,4,3,4,2,2,1,1,2,2,2,1,4,1,7,5,4,7,5,5,6,7,6,5,6,7,5,4,5,6,2,2,4,3,1,2,5,2,1,2,2,3,32
32M,0,mid,2,12/14/2000,24.27,Male,1,"No, not of Hispanic, Latino, or Spanish origin",0,0,White,1,0,0,0,0,0,Senior,4,Computer Engineering,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,4,2,4,5,3,4,3,3,4,4,4,4,2,1,2,1,1,2,1,5,2,1,6,5,4,7,5,3,6,7,5,4,6,7,4,4,5,6,4,3,4,4,2,3,5,3,2,2,2,2,32
32P,0,post,3,12/14/2000,24.27,Male,1,"No, not of Hispanic, Latino, or Spanish origin",0,0,White,1,0,0,0,0,0,Senior,4,Computer Engineering,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,6,5,3,4,5,3,4,3,3,4,4,5,3,4,1,2,1,1,2,2,2,1,1,6,5,6,7,6,5,6,7,5,5,6,7,5,6,4,7,4,3,4,4,2,3,4,2,2,2,2,3,32
33,1,pre,1,03/14/2007,18.02,Female,2,"No, not of Hispanic, Latino, or Spanish origin",0,0,Asian,0,0,1,0,0,0,Freshmen,1,Computer Engineering,3,I have never heard of it,1,NA,NA,No,0,Not interested at all,1,Conducting psychological assessments and evaluations,0,0,0,1,0,0,NA,NA,Yes,1,I have limited knowledge,2,Rarely,1,NA,NA,2,2,2,2,2,4,3,4,1,1,2,2,1,1,3,4,4,2,5,2,5,4,4,4,5,1,7,1,7,6,6,7,7,2,1,1,7,1,3,3,7,2,4,3,2,2,2,4,1,2,2,2,3,33
33M,1,mid,2,03/14/2007,18.02,Female,2,"No, not of Hispanic, Latino, or Spanish origin",0,0,Asian,0,0,1,0,0,0,Freshmen,1,Computer Engineering,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,2,2,2,4,3,2,2,2,4,2,2,2,4,4,5,2,1,3,5,2,2,5,3,3,4,4,7,3,3,5,5,3,2,5,6,5,3,4,5,1,2,2,1,2,2,2,2,2,2,1,1,33
33P,1,post,3,03/14/2007,18.02,Female,2,"No, not of Hispanic, Latino, or Spanish origin",0,0,Asian,0,0,1,0,0,0,Freshmen,1,Computer Engineering,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,4,3,5,2,2,1,1,5,3,2,2,1,2,4,3,4,3,5,3,5,3,5,2,7,2,7,6,6,1,6,1,2,1,7,4,4,1,7,1,1,1,1,1,1,1,1,1,1,1,1,33
34,0,pre,1,08/18/2006,18.59,Female,2,"No, not of Hispanic, Latino, or Spanish origin",0,0,White,1,0,0,0,0,0,Freshmen,1,Poultry Science,7,I know some general information,3,NA,NA,No,0,Not interested at all,1,"Working with children and adolescents, Supporting mental health in school environments",1,0,0,0,1,0,NA,NA,No,0,I have moderate knowledge,3,Rarely,1,NA,NA,5,6,6,6,3,4,5,3,5,1,1,4,3,4,3,2,3,3,4,3,2,4,5,2,3,5,5,5,6,5,5,5,6,5,5,6,7,6,5,7,7,3,3,4,2,5,4,4,3,2,3,1,3,34
34M,0,mid,2,08/18/2006,18.59,Female,2,"No, not of Hispanic, Latino, or Spanish origin",0,0,White,1,0,0,0,0,0,Freshmen,1,Poultry Science,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,7,7,6,4,5,3,4,5,3,4,5,5,5,2,2,3,1,3,3,2,3,4,1,6,6,6,5,6,6,6,6,6,5,7,7,6,6,7,7,2,4,2,1,4,4,4,1,2,5,2,3,34
34P,0,post,3,08/18/2006,18.59,Female,2,"No, not of Hispanic, Latino, or Spanish origin",0,0,White,1,0,0,0,0,0,Freshmen,1,Poultry Science,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,7,6,6,5,3,4,5,4,3,3,4,4,4,4,2,1,2,1,2,1,2,2,2,6,6,6,7,6,6,5,6,6,6,7,6,7,6,7,7,5,5,4,2,4,4,5,3,4,4,4,4,34
35,1,pre,1,11/24/2003,21.32,Female,2,"Yes, Mexican, Mexican American, Chicano",3,1,Other,0,0,0,0,0,1,Junior,3,Psychology,1,I have never heard of it,1,NA,NA,No,0,Slightly interested,2,"Supporting mental health in school environments, Enhancing academic achievement and learning outcomes",1,1,0,0,0,0,NA,NA,No,0,I have limited knowledge,2,Very Often,4,NA,NA,5,3,4,5,4,4,4,3,4,2,3,2,4,4,3,2,2,2,2,1,2,1,3,3,1,5,6,4,6,6,5,6,7,6,5,5,7,5,6,6,7,1,3,4,2,3,2,4,1,2,2,1,1,35
35M,1,mid,2,11/24/2003,21.32,Female,2,"Yes, Mexican, Mexican American, Chicano",3,1,Other,0,0,0,0,0,1,Junior,3,Psychology,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,3,5,2,2,3,3,1,3,1,2,3,2,3,3,1,2,1,2,1,2,2,2,5,6,4,7,5,5,6,7,5,5,6,6,5,5,4,7,4,4,5,3,5,5,5,3,3,4,3,2,35
35P,1,post,3,11/24/2003,21.32,Female,2,"Yes, Mexican, Mexican American, Chicano",3,1,Other,0,0,0,0,0,1,Junior,3,Psychology,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,5,5,2,2,2,2,1,2,1,2,2,1,2,1,1,2,1,2,1,3,2,1,5,4,4,6,5,6,5,7,6,5,4,6,5,5,5,7,4,4,5,3,5,4,4,5,4,3,4,4,35
36,1,pre,1,11/28/2004,20.31,Female,2,"No, not of Hispanic, Latino, or Spanish origin",0,0,Black or African American,0,1,0,0,0,0,Sophmore,2,Meteorology,7,I know some general information,3,NA,NA,No,0,Not interested at all,1,"Supporting mental health in school environments, Enhancing academic achievement and learning outcomes, Developing and implementing intervention programs, Conducting psychological assessments and evaluations",1,1,1,1,0,0,NA,NA,No,0,I have moderate knowledge,3,Rarely,1,NA,NA,5,4,4,5,5,3,2,2,3,2,2,2,2,3,1,2,1,1,1,1,2,1,1,1,1,3,4,4,7,2,5,5,6,4,4,6,6,4,3,6,7,3,2,4,2,4,3,3,4,5,3,4,5,36
36M,1,mid,2,11/28/2004,20.31,Female,2,"No, not of Hispanic, Latino, or Spanish origin",0,0,Black or African American,0,1,0,0,0,0,Sophmore,2,Meteorology,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,6,3,4,2,3,2,2,2,2,2,2,3,2,3,1,1,1,3,1,3,1,2,3,4,6,7,3,4,5,7,4,4,6,7,4,4,6,7,1,3,2,2,2,2,3,1,2,2,2,3,36
36P,1,post,3,11/28/2004,20.31,Female,2,"No, not of Hispanic, Latino, or Spanish origin",0,0,Black or African American,0,1,0,0,0,0,Sophmore,2,Meteorology,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,3,3,3,3,3,1,3,3,3,3,3,1,1,1,1,2,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,3,3,36
37,0,pre,1,08/04/1998,26.63,Female,2,"No, not of Hispanic, Latino, or Spanish origin",0,0,White,1,0,0,0,0,0,Junior,3,Psychology,1,I have heard of it but know very little,2,NA,NA,No,0,Moderately interested,3,"Working with children and adolescents, Supporting mental health in school environments",1,0,0,0,1,0,NA,NA,Yes,1,I am not familiar at all,1,Ocassionally,2,NA,NA,3,3,3,5,7,4,1,3,1,1,2,3,2,2,4,3,2,4,1,2,1,2,3,3,1,6,6,2,7,6,5,4,7,7,6,3,7,6,3,5,7,3,4,4,3,4,4,4,3,2,4,4,5,37
37M,0,mid,2,08/04/1998,26.63,Female,2,"No, not of Hispanic, Latino, or Spanish origin",0,0,White,1,0,0,0,0,0,Junior,3,Psychology,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,5,5,6,2,4,2,4,4,1,3,3,2,2,4,2,2,4,1,2,1,5,2,4,5,6,3,7,7,6,6,7,6,6,5,7,6,5,5,7,3,4,3,2,3,2,3,2,2,3,3,3,37
37P,0,post,3,08/04/1998,26.63,Female,2,"No, not of Hispanic, Latino, or Spanish origin",0,0,White,1,0,0,0,0,0,Junior,3,Psychology,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,5,3,3,1,2,1,1,3,4,5,4,3,5,5,5,5,2,3,5,5,2,3,6,7,4,7,7,6,7,7,7,6,6,7,7,5,6,7,2,2,2,1,3,3,3,1,1,4,2,2,37
38,1,pre,1,11.02.2005,19.38,Female,2,"No, not of Hispanic, Latino, or Spanish origin",0,0,Asian,0,0,1,0,0,0,Freshmen,1,B.A marketing,6,I know some general information,3,NA,NA,No,0,Slightly interested,2,"Working with children and adolescents, Supporting mental health in school environments",1,0,0,0,1,0,NA,NA,No,0,I have limited knowledge,2,Ocassionally,2,NA,NA,4,4,5,5,5,3,4,3,3,3,4,4,3,4,3,4,4,1,4,2,4,1,5,4,4,4,5,4,7,3,4,5,6,4,5,3,5,4,5,3,6,2,4,4,2,4,3,3,3,3,2,2,3,38
38M,1,mid,2,11.02.2005,19.38,Female,2,"No, not of Hispanic, Latino, or Spanish origin",0,0,Asian,0,0,1,0,0,0,Freshmen,1,B.A marketing,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,3,3,3,4,3,4,3,3,3,3,5,3,2,3,4,4,2,4,4,4,4,5,4,5,4,4,4,5,4,4,4,5,4,5,4,5,3,3,3,3,4,3,3,2,2,3,2,2,38
38P,1,post,3,11.02.2005,19.38,Female,2,"No, not of Hispanic, Latino, or Spanish origin",0,0,Asian,0,0,1,0,0,0,Freshmen,1,B.A marketing,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,4,3,3,2,4,4,3,4,3,4,4,4,2,2,2,2,2,3,3,3,4,5,4,5,5,4,5,5,5,4,5,5,5,4,5,5,2,3,4,3,2,4,4,1,1,4,1,1,38
39,0,pre,1,07/07/2004,20.7,Female,2,"No, not of Hispanic, Latino, or Spanish origin",0,0,Black or African American,0,1,0,0,0,0,Junior,3,Psychology,1,I know some general information,3,NA,NA,No,0,Moderately interested,3,Supporting mental health in school environments,1,0,0,0,0,0,NA,NA,Yes,1,I have moderate knowledge,3,Ocassionally,2,NA,NA,2,2,2,4,1,1,3,4,2,1,5,3,3,5,1,5,1,1,1,1,3,1,1,5,1,4,5,6,7,2,4,6,7,2,3,6,7,4,1,6,7,1,2,3,1,5,4,4,3,2,5,3,4,39
39M,0,mid,2,07/07/2004,20.7,Female,2,"No, not of Hispanic, Latino, or Spanish origin",0,0,Black or African American,0,1,0,0,0,0,Junior,3,Psychology,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,2,1,2,5,1,1,1,5,1,5,3,2,4,3,1,3,1,4,3,4,5,4,3,5,6,7,2,4,6,7,1,3,6,7,2,1,7,7,2,5,5,2,5,3,4,1,1,2,3,3,39
39P,0,post,3,07/07/2004,20.7,Female,2,"No, not of Hispanic, Latino, or Spanish origin",0,0,Black or African American,0,1,0,0,0,0,Junior,3,Psychology,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,1,1,4,4,1,1,2,5,3,5,5,1,5,2,1,1,1,4,2,1,3,1,3,7,7,7,7,7,7,7,3,5,7,7,7,4,7,7,3,5,5,3,5,3,5,1,2,5,3,4,39
40,1,pre,1,07/17/2004,20.68,Female,2,"No, not of Hispanic, Latino, or Spanish origin",0,0,White,1,0,0,0,0,0,Junior,3,Psychology,1,I know some general information,3,NA,NA,No,0,Moderately interested,3,"Supporting mental health in school environments, Enhancing academic achievement and learning outcomes",1,1,0,0,0,0,NA,NA,Yes,1,I am highly familiar and knowledgeable,4,Often,3,NA,NA,5,6,6,5,5,4,4,4,3,3,3,3,4,4,4,2,2,1,3,1,2,1,2,1,1,7,7,5,7,7,7,5,7,7,7,6,7,7,7,6,7,1,2,3,1,4,2,4,1,1,2,1,2,40
40M,1,mid,2,07/17/2004,20.68,Female,2,"No, not of Hispanic, Latino, or Spanish origin",0,0,White,1,0,0,0,0,0,Junior,3,Psychology,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,7,5,4,4,3,3,5,3,4,3,3,3,2,1,1,1,1,2,1,2,2,1,6,7,5,7,7,7,5,7,7,7,6,7,7,7,7,7,2,3,5,4,5,4,5,3,1,4,2,4,40
40P,1,post,3,07/17/2004,20.68,Female,2,"No, not of Hispanic, Latino, or Spanish origin",0,0,White,1,0,0,0,0,0,Junior,3,Psychology,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,5,4,3,1,4,3,2,2,1,3,2,1,2,1,1,1,4,1,1,2,1,6,7,5,7,7,7,6,7,7,7,5,7,7,7,7,7,4,4,4,2,4,3,4,3,2,4,4,4,40
41,1,pre,1,09/28/2005,19.48,Male,1,"No, not of Hispanic, Latino, or Spanish origin",0,0,"White, Black or African American",1,1,0,0,0,0,Freshmen,1,Electrical Engineering,3,I have heard of it but know very little,2,NA,NA,No,0,Not interested at all,1,"Supporting mental health in school environments, Enhancing academic achievement and learning outcomes",1,1,0,0,0,0,NA,NA,No,0,I have limited knowledge,2,Rarely,1,NA,NA,6,6,6,6,6,3,2,2,2,2,2,2,2,3,2,3,3,1,2,1,3,1,2,1,1,5,6,6,5,3,3,6,5,5,5,6,5,3,3,6,6,3,3,2,5,4,3,3,2,2,4,4,4,41
41M,1,mid,2,09/28/2005,19.48,Male,1,"No, not of Hispanic, Latino, or Spanish origin",0,0,"White, Black or African American",1,1,0,0,0,0,Freshmen,1,Electrical Engineering,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,6,6,3,2,2,2,2,4,2,3,2,2,3,2,3,3,1,2,2,3,1,2,5,5,6,6,3,4,6,6,5,5,6,6,6,3,5,6,1,3,4,2,2,3,4,2,2,2,2,3,41
41P,1,post,3,09/28/2005,19.48,Male,1,"No, not of Hispanic, Latino, or Spanish origin",0,0,"White, Black or African American",1,1,0,0,0,0,Freshmen,1,Electrical Engineering,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,5,3,4,3,4,3,3,3,4,4,3,4,2,1,1,1,1,2,2,1,1,6,6,6,6,5,6,6,6,5,6,6,6,5,4,5,6,2,5,3,3,3,2,4,1,2,2,2,2,41
42,0,pre,1,10/31/2005,19.39,Female,2,"No, not of Hispanic, Latino, or Spanish origin",0,0,White,1,0,0,0,0,0,Freshmen,1,Applied Nutrition,4,I have heard of it but know very little,2,NA,NA,No,0,Not interested at all,1,Working with children and adolescents,0,0,0,0,1,0,NA,NA,No,0,I have limited knowledge,2,Rarely,1,NA,NA,6,7,5,5,5,4,4,4,3,3,4,3,3,4,3,3,2,2,2,1,2,2,3,4,3,4,5,4,5,4,5,5,5,4,6,4,4,4,5,5,5,3,2,2,4,2,2,2,4,4,2,4,4,42
42M,0,mid,2,10/31/2005,19.39,Female,2,"No, not of Hispanic, Latino, or Spanish origin",0,0,White,1,0,0,0,0,0,Freshmen,1,Applied Nutrition,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,4,4,4,3,3,3,4,3,3,3,4,3,2,2,2,3,1,3,1,4,2,2,4,6,3,6,5,6,5,5,4,6,4,6,5,5,5,7,3,3,2,2,2,2,2,3,3,2,3,3,42
42P,0,post,3,10/31/2005,19.39,Female,2,"No, not of Hispanic, Latino, or Spanish origin",0,0,White,1,0,0,0,0,0,Freshmen,1,Applied Nutrition,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,5,6,4,4,4,3,3,4,4,4,4,3,4,4,2,2,4,2,2,2,2,4,2,5,5,4,5,4,5,4,4,5,4,4,5,5,5,5,5,3,3,3,3,2,2,3,3,3,2,3,3,42
43,1,pre,1,02/23/2003,22.07,Female,2,"No, not of Hispanic, Latino, or Spanish origin",0,0,Other,0,0,0,0,0,1,Senior,4,Food Science,7,I know some general information,3,NA,NA,No,0,Slightly interested,2,"Enhancing academic achievement and learning outcomes, Developing and implementing intervention programs",0,1,1,0,0,0,NA,NA,Yes,1,I have limited knowledge,2,Rarely,1,NA,NA,2,1,1,1,2,2,2,2,2,2,3,2,3,2,1,4,4,2,2,4,5,2,4,4,1,3,4,4,6,3,4,4,5,5,3,4,5,3,2,4,6,1,4,2,3,5,3,2,1,1,1,2,2,43
43M,1,mid,2,02/23/2003,22.07,Female,2,"No, not of Hispanic, Latino, or Spanish origin",0,0,Other,0,0,0,0,0,1,Senior,4,Food Science,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,3,2,2,3,2,3,2,2,2,2,2,3,4,1,1,2,4,1,3,3,1,2,3,4,5,2,4,4,5,2,3,4,5,3,2,4,6,4,2,4,4,2,3,3,2,2,2,2,4,43
43P,1,post,3,02/23/2003,22.07,Female,2,"No, not of Hispanic, Latino, or Spanish origin",0,0,Other,0,0,0,0,0,1,Senior,4,Food Science,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43
44,1,pre,1,04/06/2006,18.96,Male,1,"No, not of Hispanic, Latino, or Spanish origin",0,0,Asian,0,0,1,0,0,0,Freshmen,1,Engineering,3,I know some general information,3,NA,NA,No,0,Not interested at all,1,Working with children and adolescents,0,0,0,0,1,0,NA,NA,No,0,I have limited knowledge,2,Rarely,1,NA,NA,2,2,1,3,2,2,2,1,1,2,3,2,2,2,3,4,5,4,4,4,4,4,3,3,4,3,4,4,6,4,4,4,5,3,4,4,5,1,2,3,5,2,5,3,4,3,2,5,2,2,5,4,2,44
44M,1,mid,2,04/06/2006,18.96,Male,1,"No, not of Hispanic, Latino, or Spanish origin",0,0,Asian,0,0,1,0,0,0,Freshmen,1,Engineering,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,2,2,2,2,2,2,4,2,4,4,4,3,3,2,4,4,4,4,4,3,4,4,5,4,6,6,6,4,6,4,6,4,5,4,4,4,6,2,2,2,3,2,2,3,2,2,2,2,2,44
44P,1,post,3,04/06/2006,18.96,Male,1,"No, not of Hispanic, Latino, or Spanish origin",0,0,Asian,0,0,1,0,0,0,Freshmen,1,Engineering,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,6,5,6,6,6,3,6,5,6,4,6,6,3,3,6,3,2,3,4,1,1,1,4,3,2,5,3,44
45,0,pre,1,10/01/2005,19.47,Female,2,"No, not of Hispanic, Latino, or Spanish origin",0,0,Asian,0,0,1,0,0,0,Sophmore,2,Business Administration,6,I have never heard of it,1,NA,NA,No,0,Not interested at all,1,"Working with children and adolescents, Supporting mental health in school environments, Enhancing academic achievement and learning outcomes",1,1,0,0,1,0,NA,NA,No,0,I am not familiar at all,1,Very Often,4,NA,NA,6,7,7,7,4,2,4,4,1,5,3,4,4,4,4,4,3,2,2,1,1,1,4,2,2,4,4,2,6,6,6,7,7,5,5,5,5,7,6,7,7,2,3,5,1,5,3,5,2,3,4,1,2,45
45M,0,mid,2,10/01/2005,19.47,Female,2,"No, not of Hispanic, Latino, or Spanish origin",0,0,Asian,0,0,1,0,0,0,Sophmore,2,Business Administration,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,7,7,3,1,4,4,3,5,3,3,3,2,1,3,4,1,3,1,4,1,4,1,4,4,4,3,7,5,4,7,7,6,7,7,7,6,5,7,7,2,5,5,5,5,3,3,4,2,5,5,5,45
45P,0,post,3,10/01/2005,19.47,Female,2,"No, not of Hispanic, Latino, or Spanish origin",0,0,Asian,0,0,1,0,0,0,Sophmore,2,Business Administration,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,5,3,3,4,4,3,3,3,4,3,3,4,4,1,3,2,4,2,4,1,3,7,6,5,7,5,6,6,6,5,5,5,6,6,7,7,6,4,4,4,5,5,2,3,4,5,2,5,4,45
46,1,pre,1,06/29/2004,20.73,Female,2,"No, not of Hispanic, Latino, or Spanish origin",0,0,Asian,0,0,1,0,0,0,Junior,3,English,5,I have heard of it but know very little,2,NA,NA,No,0,Slightly interested,2,"Supporting mental health in school environments, Enhancing academic achievement and learning outcomes, Developing and implementing intervention programs, Conducting psychological assessments and evaluations",1,1,1,1,0,0,NA,NA,Yes,1,I have moderate knowledge,3,Very Often,4,NA,NA,7,7,7,7,5,2,3,2,3,1,3,4,3,3,1,3,2,1,4,2,2,2,5,2,3,3,4,4,7,5,3,5,6,3,3,4,5,3,3,3,7,4,5,5,5,5,5,5,5,3,5,2,4,46
